timestamp,building_id,meter_reading,site_id,building_id_kaggle,site_id_kaggle,primaryspaceusage,sub_primaryspaceusage,sqm,sqft,lat,lng,timezone,electricity,chilledwater,water,gas,yearbuilt,eui,leed_level,air_temperature,cloud_coverage,dew_temperature,precipDepth1HR,precipDepth6HR,seaLvlPressure,windDirection,windSpeed,hour,weekday,month,meter_electricity,meter_gas,meter_water
2016-02-07 12:00:00,Panther_education_Teofila,460.6844,Panther,30.0,0.0,Education,Classroom,8723.3,93897.0,28.5176885788321,-81.3790387999998,US/Eastern,Yes,Yes,Yes,Yes,1999.0,146,Gold,10.0,8.0,3.9,0.0,0.0,1018.0,290.0,8.2,12,6,2,False,False,True
2016-02-07 13:00:00,Panther_education_Teofila,493.2389,Panther,30.0,0.0,Education,Classroom,8723.3,93897.0,28.5176885788321,-81.3790387999998,US/Eastern,Yes,Yes,Yes,Yes,1999.0,146,Gold,12.2,2.0,2.8,0.0,0.0,1016.4,290.0,7.2,13,6,2,False,False,True
2016-02-07 14:00:00,Panther_education_Teofila,457.6561,Panther,30.0,0.0,Education,Classroom,8723.3,93897.0,28.5176885788321,-81.3790387999998,US/Eastern,Yes,Yes,Yes,Yes,1999.0,146,Gold,14.4,2.0,1.1,0.0,0.0,1015.4,280.0,9.3,14,6,2,False,False,True
2016-02-07 15:00:00,Panther_education_Teofila,196.0842,Panther,30.0,0.0,Education,Classroom,8723.3,93897.0,28.5176885788321,-81.3790387999998,US/Eastern,Yes,Yes,Yes,Yes,1999.0,146,Gold,15.0,2.0,-0.6,0.0,0.0,1014.8,280.0,8.2,15,6,2,False,False,True
2016-02-07 16:00:00,Panther_education_Teofila,497.7814,Panther,30.0,0.0,Education,Classroom,8723.3,93897.0,28.5176885788321,-81.3790387999998,US/Eastern,Yes,Yes,Yes,Yes,1999.0,146,Gold,15.0,2.0,-1.7,0.0,0.0,1014.6,300.0,7.2,16,6,2,False,False,True
2016-02-07 17:00:00,Panther_education_Teofila,74.194,Panther,30.0,0.0,Education,Classroom,8723.3,93897.0,28.5176885788321,-81.3790387999998,US/Eastern,Yes,Yes,Yes,Yes,1999.0,146,Gold,13.9,0.0,-2.2,0.0,0.0,1014.8,300.0,6.7,17,6,2,False,False,True
2016-02-07 18:00:00,Panther_education_Teofila,37.4756,Panther,30.0,0.0,Education,Classroom,8723.3,93897.0,28.5176885788321,-81.3790387999998,US/Eastern,Yes,Yes,Yes,Yes,1999.0,146,Gold,12.8,0.0,-2.8,0.0,0.0,1015.5,310.0,5.7,18,6,2,False,False,True
2016-02-07 19:00:00,Panther_education_Teofila,187.7563,Panther,30.0,0.0,Education,Classroom,8723.3,93897.0,28.5176885788321,-81.3790387999998,US/Eastern,Yes,Yes,Yes,Yes,1999.0,146,Gold,11.1,0.0,-1.7,0.0,0.0,1016.7,300.0,2.6,19,6,2,False,False,True
2016-02-07 20:00:00,Panther_education_Teofila,215.7684,Panther,30.0,0.0,Education,Classroom,8723.3,93897.0,28.5176885788321,-81.3790387999998,US/Eastern,Yes,Yes,Yes,Yes,1999.0,146,Gold,10.0,0.0,-0.6,0.0,0.0,1017.6,260.0,2.6,20,6,2,False,False,True
2016-02-07 21:00:00,Panther_education_Teofila,5.6781,Panther,30.0,0.0,Education,Classroom,8723.3,93897.0,28.5176885788321,-81.3790387999998,US/Eastern,Yes,Yes,Yes,Yes,1999.0,146,Gold,10.0,0.0,0.6,0.0,0.0,1018.2,260.0,4.1,21,6,2,False,False,True
2016-02-07 22:00:00,Panther_education_Teofila,425.4801,Panther,30.0,0.0,Education,Classroom,8723.3,93897.0,28.5176885788321,-81.3790387999998,US/Eastern,Yes,Yes,Yes,Yes,1999.0,146,Gold,8.9,0.0,1.7,0.0,0.0,1018.7,270.0,4.1,22,6,2,False,False,True
2016-02-07 23:00:00,Panther_education_Teofila,0.0,Panther,30.0,0.0,Education,Classroom,8723.3,93897.0,28.5176885788321,-81.3790387999998,US/Eastern,Yes,Yes,Yes,Yes,1999.0,146,Gold,8.3,0.0,2.2,0.0,0.0,1018.9,280.0,3.6,23,6,2,False,False,True
2016-02-08 00:00:00,Panther_education_Teofila,0.3785,Panther,30.0,0.0,Education,Classroom,8723.3,93897.0,28.5176885788321,-81.3790387999998,US/Eastern,Yes,Yes,Yes,Yes,1999.0,146,Gold,7.8,0.0,2.2,0.0,0.0,1018.9,290.0,3.1,0,0,2,False,False,True
2016-02-08 01:00:00,Panther_education_Teofila,0.0,Panther,30.0,0.0,Education,Classroom,8723.3,93897.0,28.5176885788321,-81.3790387999998,US/Eastern,Yes,Yes,Yes,Yes,1999.0,146,Gold,6.7,0.0,2.2,0.0,0.0,1018.4,280.0,2.6,1,0,2,False,False,True
2016-02-08 02:00:00,Panther_education_Teofila,1.1356,Panther,30.0,0.0,Education,Classroom,8723.3,93897.0,28.5176885788321,-81.3790387999998,US/Eastern,Yes,Yes,Yes,Yes,1999.0,146,Gold,6.1,0.0,2.2,0.0,0.0,1017.9,260.0,2.6,2,0,2,False,False,True
2016-02-08 03:00:00,Panther_education_Teofila,0.0,Panther,30.0,0.0,Education,Classroom,8723.3,93897.0,28.5176885788321,-81.3790387999998,US/Eastern,Yes,Yes,Yes,Yes,1999.0,146,Gold,3.9,0.0,1.7,0.0,0.0,1017.9,230.0,1.5,3,0,2,False,False,True
2016-02-08 04:00:00,Panther_education_Teofila,28.3906,Panther,30.0,0.0,Education,Classroom,8723.3,93897.0,28.5176885788321,-81.3790387999998,US/Eastern,Yes,Yes,Yes,Yes,1999.0,146,Gold,3.9,0.0,1.7,0.0,0.0,1017.6,0.0,0.0,4,0,2,False,False,True
2016-02-08 05:00:00,Panther_education_Teofila,0.0,Panther,30.0,0.0,Education,Classroom,8723.3,93897.0,28.5176885788321,-81.3790387999998,US/Eastern,Yes,Yes,Yes,Yes,1999.0,146,Gold,3.9,0.0,2.2,0.0,0.0,1017.5,220.0,2.1,5,0,2,False,False,True
2016-02-08 06:00:00,Panther_education_Teofila,27.255,Panther,30.0,0.0,Education,Classroom,8723.3,93897.0,28.5176885788321,-81.3790387999998,US/Eastern,Yes,Yes,Yes,Yes,1999.0,146,Gold,3.9,0.0,2.2,0.0,0.0,1017.7,260.0,1.5,6,0,2,False,False,True
2016-02-08 07:00:00,Panther_education_Teofila,44.2893,Panther,30.0,0.0,Education,Classroom,8723.3,93897.0,28.5176885788321,-81.3790387999998,US/Eastern,Yes,Yes,Yes,Yes,1999.0,146,Gold,4.4,6.0,2.8,0.0,0.0,1018.2,250.0,2.1,7,0,2,False,False,True
2016-02-08 08:00:00,Panther_education_Teofila,207.0619,Panther,30.0,0.0,Education,Classroom,8723.3,93897.0,28.5176885788321,-81.3790387999998,US/Eastern,Yes,Yes,Yes,Yes,1999.0,146,Gold,5.0,4.0,3.3,0.0,0.0,1018.7,240.0,1.5,8,0,2,False,False,True
2016-02-08 09:00:00,Panther_education_Teofila,1333.9785,Panther,30.0,0.0,Education,Classroom,8723.3,93897.0,28.5176885788321,-81.3790387999998,US/Eastern,Yes,Yes,Yes,Yes,1999.0,146,Gold,8.9,4.0,3.9,0.0,0.0,1018.9,240.0,3.1,9,0,2,False,False,True
2016-02-08 10:00:00,Panther_education_Teofila,1366.533,Panther,30.0,0.0,Education,Classroom,8723.3,93897.0,28.5176885788321,-81.3790387999998,US/Eastern,Yes,Yes,Yes,Yes,1999.0,146,Gold,12.2,4.0,4.4,0.0,0.0,1019.3,260.0,3.6,10,0,2,False,False,True
2016-02-08 11:00:00,Panther_education_Teofila,3006.7512,Panther,30.0,0.0,Education,Classroom,8723.3,93897.0,28.5176885788321,-81.3790387999998,US/Eastern,Yes,Yes,Yes,Yes,1999.0,146,Gold,15.0,4.0,0.6,0.0,0.0,1019.0,260.0,3.1,11,0,2,False,False,True
2016-02-08 12:00:00,Panther_education_Teofila,3283.0861,Panther,30.0,0.0,Education,Classroom,8723.3,93897.0,28.5176885788321,-81.3790387999998,US/Eastern,Yes,Yes,Yes,Yes,1999.0,146,Gold,15.6,4.0,2.2,0.0,0.0,1018.0,250.0,3.6,12,0,2,False,False,True
2016-02-08 13:00:00,Panther_education_Teofila,2549.4736,Panther,30.0,0.0,Education,Classroom,8723.3,93897.0,28.5176885788321,-81.3790387999998,US/Eastern,Yes,Yes,Yes,Yes,1999.0,146,Gold,17.2,6.0,4.4,0.0,0.0,1016.5,240.0,7.7,13,0,2,False,False,True
2016-02-08 14:00:00,Panther_education_Teofila,3707.052,Panther,30.0,0.0,Education,Classroom,8723.3,93897.0,28.5176885788321,-81.3790387999998,US/Eastern,Yes,Yes,Yes,Yes,1999.0,146,Gold,17.8,6.0,4.4,0.0,0.0,1015.2,250.0,9.3,14,0,2,False,False,True
